,headline,is_sarcastic
593,D.C. Residents Open Their Doors To Save Protesters From The Police,0
594,George Clooney: Racism Is Our Pandemic And In 400 Years We’ve Yet To Find A Vaccine,0
595,"SUV Barrels Into Police Officers During Floyd Protest In Buffalo, Injuring 2",0
596,"Gregg Popovich Unleashes On Trump: 'He's Not Just Divisive, He's A Destroyer'",0
597,States Reject Trump’s Threat Of Military Crackdown: ‘Stay Out Of Our Business’,0
598,'Revolting': Trump Gets Holy Hell On Twitter For Using Bible As Photo-Op Prop,0
599,'Teetering On A Dictatorship': Don Lemon Asks If Trump Is 'Declaring War On Americans',0
600,Louisville Police Chief Fired After Bodycams Left Inactive In Fatal Shooting,0
601,D.C. Church 'Outraged' That Trump Used It As Photo-Op,0
602,Republicans Have Some Concerns With Donald Trump's Tone Right Now,0
603,Trump Urges Governors To Harshly Punish Flag-Burners Amid Police Violence Protests,0
604,"The Extinction Crisis Is Accelerating, New Study Finds",0
605,Music Industry Declares June 2 As 'Black Out Tuesday' Amid Unrest,0
606,"Families Of George Floyd, Breonna Taylor Urge Nonviolence Amid Protests",0
607,Rush Limbaugh Tells Breakfast Club: 'I Don't Feel Like I'm A White Supremacist',0
608,Minneapolis Police Chief: 3 Other Cops Were 'Complicit' In George Floyd’s Killing,0
609,Facebook Workers Stage 'Virtual Walkout' To Protest Inaction On Trump Posts,0
610,The World Is Watching America In Horror,0
611,Owner Whose Store Called 911 On George Floyd: 'I Wish The Police Were Never Called',0
612,Autopsy Finds George Floyd's Death Due To 'Homicide By Asphyxia',0
613,Trump's Tough Talk To Governors Compared To An Arsonist Blaming Fire Departments,0
614,"Dallas Police Asks Public To Snitch On Protesters, But People Troll Them Instead",0
615,Florida Police Officer Suspended After Shoving A Kneeling Black Woman Amid Protest,0
616,Ice-T Responds To Trump's 'Law &amp; Order' Tweet Exactly How You'd Expect,0
617,TV Quiz Show Whistleblower Dies,0
618,How To Prepare For Hurricane Season Amid The Coronavirus Pandemic,0
619,Barack Obama Writes Essay On Effecting Real Change After George Floyd's Killing,0
620,"Protests, Erosion Of Trust In Government Upend Coronavirus Control",0
621,"1 Dead After Louisville Police, National Guard Return Fire On Crowd, Officials Say",0
622,Jane Fonda Nails 2 Paths To Overcoming Racism While Praising George Floyd Protesters,0
623,"Ariana Grande, Tessa Thompson, Halsey Join George Floyd Protests",0
624,Black Congresswoman Pepper-Sprayed By Police During Ohio Demonstration,0
625,J.R. Smith Beats Up Man He Says Vandalized His Car Amid George Floyd Protests,0
626,"Protesters Attack Confederate Monuments, Topple Statue",0
627,John Oliver Wants Your Help ‘Making Tucker Carlson Really F**king Mad’,0
628,Republican Group Rips Trump Supporters' Use Of Confederate 'Treason' Flag,0
629,AGAIN: Police Caught On Camera Pressing Knee Into Neck During Seattle Arrest,0
630,Buildings Set On Fire Near White House As George Floyd Protests Continue,0
631,Trump Was Reportedly Rushed To Underground Bunker For Protection During D.C. Protests,0
632,Artist Known For Creating Massive And Ephemeral Displays Dies,0
633,"Biden Visits George Floyd Protest Site, Urges Americans To Turn 'Anguish Into Purpose'",0
634,NYC Mayor Bill De Blasio's Daughter Arrested At Manhattan Protest,0
635,'Light ’Em Up': Minneapolis Cops Appear To Fire Paint Rounds At People On Their Porch,0
636,Unrest Overshadows Peaceful U.S. Protests For Another Night,0
637,"Democrats, Republicans Urge Trump To Stop His Incendiary Rhetoric As Protests Rage",0
638,Tanker Truck Barrels Toward Crowd Of Thousands Of Protesters In Minneapolis,0
639,"2 Police Officers Fired After HBCU Students Shocked, Dragged From Car Amid Protests",0
640,Authorities Brace For Sixth Night Of Protests After George Floyd Death,0
641,"De Blasio, Police Commissioner Defend Officers As Violent Police Videos Go Viral",0
642,"U.S. Cities Assess Protest Damage, Await Another Day Of Unrest",0
643,Trump Says Antifa Will Be Designated A Terrorist Organization,0
644,Atlanta Mayor: Trump's Response To Protests 'Like Charlottesville All Over Again',0
645,Trump's National Security Adviser Denies 'Systemic Racism' Across U.S. Police Forces,0
646,NASA Astronauts Arrive At Space Station After SpaceX Docking,0
647,Ferguson Police Take A Knee In Honor Of George Floyd,0
648,'Hypocrite': NFL's Roger Goodell Slammed For Statement On George Floyd Protests,0
649,NYC Mayor Bill De Blasio Blames Protesters After Police Vans Plow Through Crowd,0
650,Massive U.S. Protests Raise Fears Of New Coronavirus Outbreaks,0
651,Protesters Converge On White House For Second Straight Day,0
652,HuffPost Reporter Chris Mathias Arrested While Peacefully Covering NYC Anti-Racism Protest,0
653,D.C. Mayor Calls Trump's Comments About 'Vicious Dogs' An 'Attack On Black America',0
654,Trump Uses SpaceX Launch To Criticize Protesting 'Thugs' And 'Angry Mobs',0
655,Trump Justice Department Killed Police Reform Programs That Could Have Helped Minneapolis,0
656,The Deep Roots Of Louisville’s Rage Over The Police Killing Of Breonna Taylor,0
657,"Cities Brace For Increasing Unrest, Set Curfews, Call in National Guard",0
658,SpaceX Launches 2 NASA Astronauts Into Orbit In Historic Mission,0
659,NYC Transit Union Backs Bus Drivers Who Refuse To Transport Protesters For NYPD,0
660,Black Actor Walks 'For All Those Who Never Made It Home’ In Latest Viral Video,0
661,'Mad As Hell' Killer Mike Delivers Impassioned Speech On Death Of George Floyd,0
662,Guest At Packed Memorial Day Weekend Pool Party Tests Positive For Coronavirus,0
663,GOP Effort To Oust Steve King Seems Determined Not To Mention His Racism,0
664,Trevor Noah: 'Police In America Are Looting Black Bodies',0
665,"Kimmel: ‘Enough Is Enough, We’ve Got To Vote’ Trump Out Already",0
666,Rudy Giuliani's Cryptic Tweet Sparks All Kinds Of Speculation,0
667,Michelle Obama: 'I’m Exhausted By A Heartbreak That Never Seems To Stop',0
668,Mike Pence Gets A Blunt Reminder After 'Let Their Voices Be Heard' Tweet,0
669,Louisville Cop Fires Pepper Pellets At TV Journalist During Live Broadcast,0
670,Pentagon Puts Military Police On Alert To Go To Minneapolis,0
671,U.S. Asians Pushing Back Against Harassment After Surge Of Attacks,0
672,Protests Continue Nationwide Over George Floyd Killing In Minneapolis,0
673,Chicago Mayor Lori Lightfoot Says 'F U' To Trump For 'Looting' Tweet,0
674,11 Amazing Photos You Missed This Week,0
675,Restaurant Owner Shows Solidarity With Protesters: ‘Let My Building Burn’,0
676,"Initially Denied Protection, Yemeni Men's Cases Reversed After HuffPost Investigation",0
677,FDA Finds Contamination In Several Brands Of Diabetes Drug,0
678,"Joe Biden Says He's Spoken With George Floyd's Family, Calls For Police Reform",0
679,Trump: U.S. Is Terminating Relationship With World Health Organization,0
680,Melania Trump Says 'There Is No Need For Violence' In George Floyd Protests,0
681,The Latest Photos As Protests Continue Over George Floyd's Death,0
682,Amy Klobuchar Defends Record As A Prosecutor After George Floyd's Death,0
683,Minnesota Public Safety Commissioner: George Floyd's Death Was 'A Murder',0
684,Transit Workers Union Backs Members Who Refuse Transporting Minneapolis Police,0
685,The Shooting Of Black Americans Started Long Before The Looting,0
686,Dwayne Johnson Denounces Death Of George Floyd: ‘This Is Our Ongoing Disease’,0
687,Tyson Pork Plant In Iowa Shuts After Hundreds Of Workers Test Positive for COVID-19,0
688,"Police Arrest CNN Reporter, Crew Covering Minneapolis Protests Live On Air",0
689,Joe Biden Bluntly Reminds Donald Trump Of What They Tweeted On Same Day In October,0
690,MLMs Are Using Coronavirus Anxiety To Exploit The Quarantined And Unemployed,0
691,They Were Fervent Trump Supporters. Then Coronavirus Hit.,0
692,22 Teddy Bears On A Roller Coaster Are Having The Time Of Their Fluffy Lives,0
693,Twitter Users Erupt Over Trump’s Latest Baseless Voter Fraud Claims,0
694,Rank-And-File Republicans Turn On Trump In New Effort To Block His Reelection,0
695,Twitter Places ‘Glorifying Violence’ Warning On Trump's Tweet About George Floyd,0
696,Don Lemon Lets Trump Have It On George Floyd: ‘That’s How Black People Feel’,0
697,Chris Hayes Turns Trump’s Own Campaign Claims Against Him,0
698,"Trump Calls George Floyd Protesters ‘THUGS,' Threatens Violent Intervention In Minneapolis",0
699,Denver Driver Appears To Target Man With Car As George Floyd Protest Grows Violent,0
700,Protests Erupt Nationwide Over Death Of George Floyd In Minneapolis,0
701,Fox News' Neil Cavuto Reminds Viewers Why Twitter Needs To Fact-Check Trump,0
702,Have Federal Student Loans? Better Check Your Credit.,0
703,Minneapolis Police Station Set On Fire As George Floyd Protests Rage For Third Day,0
704,YouTuber Gave Up Adopted Chinese Son With Autism After Monetizing Him Online,0
705,Twitter Users Offer Encouragement After Trump Riffs About Deleting Account,0
706,Michigan Court Orders Defiant Barber To Close His Shop,0
707,One Of The First California Counties To Reopen Is Closing Again (UPDATE),0
708,Escaped Inmates Pretended To Be Immigrants In Hopes Of Getting Deported,0
709,Formerly Incarcerated People Talk About Life In Coronavirus-Stricken Prisons,0
710,Cortez Masto Withdraws Consideration To Be Biden's Running Mate,0
711,Trump’s New ‘Religious Freedom’ Adviser At USAID Once Called Islam A ‘Barbaric Cult’,0
712,Guards In Texas Jail Fail To Notice Inmate Giving Birth In Cell,0
713,Trump Signs Social Media Executive Order,0
714,Joe Biden Unveils 2 Separate Proposals To Help Americans With Disabilities,0
715,Cameron Winklevoss Claims Fact Checking Is Censorship And Gets Fact-Checked,0
716,"Declare Racism A Public Health Crisis, Minneapolis City Council VP Says",0
717,Fraternal Order Of Police Condemns Police Killing Of George Floyd,0
718,Kellyanne Conway Voted By Mail — But She Thinks You Should Have To Wait In Line,0
719,How Hawaii's Unique Graduation Traditions Are Upended By Coronavirus,0
720,Senate Democrats Call For Audit Of Trump Administration's Lax Safety Enforcement,0
721,Bar Bans Customers From Wearing Masks During Pandemic,0
722,More Than 40 Million Americans Have Sought Jobless Aid Amid Pandemic,0
723,U Of Minnesota Cuts Ties With Minneapolis PD After George Floyd Death,0
724,College Student Wanted In Connecticut Murders Is Captured,0
725,Tucker Carlson Calls Protests Against Police Violence 'A Form Of Tyranny',0
726,Joe Biden Says He Hopes To Name Running Mate By Aug. 1,0
727,Rush Limbaugh Says Cancer Treatment Is ‘Kicking My Ass’,0
728,"Searing Supercut ‘Congratulates’ Trump, Fox On Spinning Coronavirus Into Oblivion",0
729,"'Feisty Old Polish Grandmother,' 103, Beats Coronavirus Then Cracks Open A Beer",0
730,1 Dead As Minneapolis Protests Rage For Second Day After George Floyd's Death,0
731,Kellyanne Conway’s Off-The-Rails Voting Comments Take The Cake For Twitter Users,0
732,Ted Cruz's Attempt To Explain Journalism To Reporter Backfires Spectacularly,0
733,"Fox's Lou Dobbs Lavishes Praise On Trump As U.S. Coronavirus Deaths Top 100,000",0
734,"Eric Trump Tweets ‘GREAT DAY for the DOW’ As Coronavirus Death Toll Tops 100,000",0
735,"Conservative News Site Slams Trump's 'Vile Slander,' Questions His Fitness To Lead",0
736,Pennsylvania Democrats: GOP Lawmaker’s Positive COVID-19 Test Kept Secret For A Week,0
737,Fox News Host Confronts Trump Spokesperson On Murder Conspiracy Theory,0
738,Zuckerberg Says Social Media Giants Shouldn't Be In Position To Fact-Check Users,0
739,Fox News' Andrew Napolitano Backs Twitter's Right To Fact-Check Trump,0
740,California County Health Officer Says State Is Reopening Too Soon,0
741,John Boyega Actually Had To Defend Himself After Saying He 'F**king' Hates Racists,0
742,Florida Police Use Krispy Kreme To Lure Black Bear Off City Streets,0
743,Public Figures Express Outrage After George Floyd Killing,0
744,Guy Who Suggested Injecting Lysol Is Trying To Make Opponent’s Gaffes A Big Deal,0
745,Report: Kayleigh McEnany Voted By Mail 11 Times In Last 10 Years,0
746,"At Least 100,000 People Have Now Died From COVID-19 In The U.S.",0
747,Valerie Plame Went Viral. That Might Not Be Enough In New Mexico.,0
748,Historic SpaceX Launch Postponed Because Of Stormy Weather,0
749,Christian Cooper Urges An End To Threats Targeting White Woman Who Accosted Him,0
750,MLB Owners Want To Use The Pandemic To Bust Baseball's Players Union,0
751,"COVID-19 Antibody Tests Can Be Wrong Half The Time, CDC Says",0
752,Terminally Ill Teenager Marries His High School Sweetheart,0
753,Woman Fired After Racist Central Park Confrontation,0
754,Tropical Storm Bertha Hits South Carolina Coast,0
755,Playwright And AIDS Activist Larry Kramer Dies,0
756,"SpaceX Ready To Launch NASA Astronauts, Back On Home Turf",0
757,"Woman Removes Mask, Spits In Shopper's Face For Flouting Distancing Rules",0
758,Kathy Griffin Sparks Anger With Tweet About Injecting Trump With Air,0
759,Editor Of The Atlantic Fires Back At Trump In The Subtlest Way,0
760,Pelosi Says Republican Effort To Block Pandemic Voting Rules A 'Sad Stunt',0
761,Jimmy Kimmel Rips Kayleigh McEnany's Latest Head-Spinning Defense Of Trump,0
762,Historian Slaps Trump With Disastrous Grade For Coronavirus Response,0
763,GOP Group Gives Trump A Harsh Reminder Of His Biggest Coronavirus Blunder,0
764,USA Today Mourns Nation's Coronavirus Victims With Powerful Front Page,0
765,Jeffrey Toobin Drops The Hammer On Twitter Ignoring Its Own Rules For Trump,0
766,This Homeless Choir From San Diego Strikes Gold On 'America's Got Talent',0
767,Wall Street Journal Board Condemns Trump's 'Presidential Smear' Of Joe Scarborough,0
768,"Conservative Commentator Rips 'Weak, Insecure Coward' Trump In Blistering Column",0
769,Kayleigh McEnany: 'Peculiar' That Joe Biden Doesn't Wear Mask In His Home,0
770,Justice Department Drops Probes Of 3 Senators Who Sold Stock After Coronavirus Briefings,0
771,Trump Taunts Reporter For Wearing Mask During White House News Conference,0
772,At Least A Dozen Local TV Stations Are Running ‘News’ Segments Produced By Amazon,0
773,Most Medicare Enrollees May Soon Only Pay $35 A Month For Insulin,0
774,Jimmy Fallon Apologizes For Wearing Blackface In ‘Saturday Night Live’ Clip From 2000,0
775,Some COVID-19 Victims Developing Dangerous And Perplexing Blood Clots,0
776,HHS Watchdog Defends Report About Coronavirus Crisis In Hospitals,0
777,"4 Minneapolis Police Officers Fired Over Death Of George Floyd, Man Pinned Down By Cop",0
778,Real Estate Agent's Zillow Listing Goes Viral Thanks To Bigfoot,0
779,"If You’re Trump, You Can Tweet False Murder Allegations And Twitter Is Just ‘Sorry’",0
780,Widower Pleads With Twitter To Delete Trump's Conspiratorial Tweets About Late Wife,0
781,ABC News Reporter's Question About Biden's Coronavirus Mask Does Not Go Well,0
782,'I Can't Breathe': Man Dies After Minneapolis Police Officer Seen Kneeling On His Neck,0
783,"'If We Get It, We Get It': Beachgoers Belittle Coronavirus On Memorial Day Weekend",0
784,St. Louis Post-Dispatch Editorial Exposes Trump's 'Colossal' Lie About Obama,0
785,California Issues Guidelines For Safe Reopening Of Houses Of Worship,0
786,RNC Accused Of Attempting To Monetize Memorial Day With Trump Shop Tweet,0
787,Florida's Gatorland Theme Park Reopens With Wild New Social Distancing Mascot,0
788,Fox News Doc Points Out Major Flaw With Trump’s Plan To Hold Packed RNC Amid Pandemic,0
789,Jeffrey Dahmer’s Classmate Reveals Chilling Photo Of Future Serial Killer,0
790,White Woman Calls Cops On Black Man Over Dog Leash Dispute In Viral Footage,0
791,Justice Department Investigating Ahmaud Arbery Killing As Possible Hate Crime: Reports,0
792,Furious Shoppers Boot Out Woman Buying Groceries Without A Face Mask,0
793,Grimes And Elon Musk Tweak Baby's Name To Include Roman Numerals,0
794,"Jimmy Cobb, Drummer On Miles Davis' 'Kind of Blue' Album, Dead At 91",0
795,"Memorial Day Observances Smaller, More Subdued During Pandemic",0
796,"A North Carolina Hair Salon Reopened, But Poultry Workers Aren't Welcome",0
797,Queen Guitarist Brian May Recovering From Recent Heart Attack,0
798,The Bloopers Keep Coming For News Reporters Working From Home,0
799,Protesters Hang Effigy Of Kentucky Governor At Capitol,0
800,El Paso Throws Birthday Party For Walmart Shooting's Youngest Survivor,0
801,Car Thefts Spike During COVID-19 Pandemic,0
802,"Trump Whines Over Negative Golf Coverage While Attacking Biden, Obama",0
803,Trump Threatens To Move GOP Convention Unless Full Arena Is Allowed,0
804,CDC Warns Of 'Aggressive Rodent Behavior' As Lockdown Eases,0
805,I Traveled To Texas During The Pandemic To Provide Abortion Care. Here's What I Saw.,0
806,U.S. Memorial Day Kicks Off Amid Lockdowns As Some Countries Begin Reopening,0
807,"As Fishermen Flounder, Trump Clears A Path For Factory Farming The Oceans",0
808,Drive-Thrus And Drive-Ins: Muslim Americans Celebrate Eid Amid The Coronavirus Pandemic,0
809,Mark Hamill Reveals Secret Yearlong 'Agony' After Filming 'Empire Strikes Back',0
810,GOP Gov. Rejects Divide Over Wearing Face Masks: 'This Is Not About Politics',0
811,Trump Flips Out After Biden Ad Rips Him For Golfing Amid Growing Death Toll,0
812,Tom Brady Just Pulled Off One Of The Weirdest Double Feats In Golf History,0
813,Chris Wallace Slams Kayleigh McEnany: 'I Never Saw A W.H. Press Sec. Act Like That',0
814,Federal Judge Clears Way For Hundreds Of Thousands Of Ex-Felons To Vote In Florida,0
815,Michigan Gov. Whitmer Says She Censors Herself On Trump To Keep Federal Aid,0
816,Trump Spreads Baseless Conspiracy Theory Accusing MSNBC Host Of Murder,0
817,Trump Doubles Down On Fact-Free Fraud Theory About Mail-In Voting,0
818,Arkansas Gov. Defends Easing COVID Rules After Largest Single-Day Case Rise,0
819,FDA Chief Warns Coronavirus 'Not Yet Contained' As U.S. Begins To Reopen,0
820,2 Missouri Hairstylists Potentially Exposed Over 100 Clients To Coronavirus,0
821,Unleashing A Cooped-Up Public On National Parks For A 3-Day Weekend During A Pandemic,0
822,Ex-Congressman Allen West Of Florida Injured In Motorcycle Crash,0
823,The New York Times Fills Entire Cover With Names Of Coronavirus Victims In The U.S.,0
824,Fire Breaks Out On San Francisco's Historic Fisherman's Wharf,0
825,National Review Denounces QAnon-Supporting GOP Senate Nominee,0
826,Alabama's Coronavirus Outlook Is Worsening As State Reopens,0
827,NBA Great Patrick Ewing In Hospital After Testing Positive For Coronavirus,0
828,Trump Flips Out At Fox News Again: Hope Roger Ailes 'Is Looking Down’,0
829,Jenna Bush Hager Pays Emotional Tribute To White House Butler Who Died Of Coronavirus,0
830,Fox's Chris Wallace Hits Trump With Blunt Fact-Check On Mail Ballot Fraud Claims,0
831,Hillary Clinton Puts Trump On Notice Over His Coronavirus Drug Advice,0
832,Trump's Push To Open Churches Contradicts Jesus' Teaching To Love Neighbors: Clergy,0
833,San Francisco's Oldest Gay Bar To Shutter Due To Coronavirus Pandemic,0
834,Poll: Many Americans See Room For Some Middle Ground On Reopening,0
835,Nurse Who Survived COVID-19 Shares Jaw-Dropping Photo Of What It Did To His Body,0
836,Former Trump Official Won Contract To Give Masks To Navajo Hospitals. Some May Not Work.,0
837,Charges Dropped Against Boyfriend Of Police Shooting Victim Breonna Taylor,0
838,Outspoken Progressive Rashida Tlaib Is Facing A Major Primary Challenge,0
839,Trump Calls On Governors To Reopen Houses Of Worship,0
840,These Striking Photos Show What Quarantine Is Like Behind Closed Doors,0
841,Could This Famous Economist From A Century Ago Solve Today’s Job Market Crisis?,0
842,53-Year-Old Tortoise Left Homeless By COVID-19 Has Hundreds Wanting To Adopt Her,0
843,Lindsey Graham's Hypocrisy On Trump Is Laid Bare In New Attack Ad,0
844,Seth Meyers Delivers Major Takedown Of Right-Wing Coronavirus Conspiracy,0
845,I Love My White Boyfriend But There’s One Thing He Can Never Understand,0
846,"Over 4,300 Coronavirus Patients Sent To New York Nursing Homes: AP",0
847,Forecasters Predict Busy 2020 Atlantic Hurricane Season,0
848,Joe Biden Sympathizes With Pandemic-Hit Americans On 'The Late Show',0
849,Trump Makes Same Bizarre Boast Again And Again In Scathing Kimmel Supercut,0
850,Texas Court Holds First U.S. Jury Trial Via Videoconferencing,0
851,A Michigan County Was On Coronavirus Lockdown. Then The Dams Broke.,0
852,Baltimore Mayor To Trump: Don't Come Here During Lockdown,0
853,Epidemiologist Warns 'All-Or-Nothing' Messaging On Coronavirus Can Backfire,0
854,People Think Trump Went Full Michael Scott With His Latest Coronavirus Comments,0
855,1st Photo Of Trump Wearing Mask Emerges Despite His Attempt To Duck Cameras,0
856,Texas Mayor Says Bible Forbids Women From Giving City Council's Invocation,0
857,Biden Camp Limits Journalist Access To High-Dollar Wall Street Fundraising Call,0
858,Trump Slammed Online For Praising 'Good Bloodlines' Of Henry Ford,0
859,Trump Orders Flags To Half-Staff To Honor Coronavirus Victims,0
860,"Boy, 6, Cracks Open Robbery Case By Reeling In Sunken Safe From Lake",0
861,Democrats Propose Federal Jobs Program For Those Unemployed By Coronavirus,0
862,FBI Says Texas Naval Base Shooting Is 'Terrorism-Related',0
863,Trump Refuses To Wear Mask For Public Part Of Ford Tour To Spite Reporters,0
864,Texas DA To Dismiss 91 Drug Convictions Made By Ex-Cop Accused Of Lying,0
865,"Trump Says Mailing In Your Ballot Is Corrupt, Unless You're Trump",0
866,"Prepare For A Potentially Extreme Atlantic Hurricane Season, Federal Forecasters Say",0
867,Suspect Arrested After 3 Injured In Shooting At Arizona Shopping Complex,0
868,Metropolitan Museum Of Art Announces Tentative Reopening Plan,0
869,Trump Announces U.S. To Exit Open Skies Treaty,0
870,"Lori Loughlin To Plead Guilty In College Admissions Scandal, Agrees To Prison Time",0
871,Trump Gets Savage Reminder About 'Lost Month’ Of Coronavirus Inaction In New Ad,0
872,Meatpacking Coronavirus Guidelines Are Largely Unenforceable,0
873,2.4 Million More People Applied For Unemployment Last Week,0
874,"Despite Virus Restrictions, 1,200 California Pastors Vow To Hold In-Person Services",0
875,Sanders Campaign Asks Delegates To Sign Pledge They Won’t Openly Attack Biden,0
876,Former White House Butler Who Served 11 Presidents Dies Of Coronavirus,0
877,GOP Consultant Predicts ‘Next Big Campaign Fight’ Of The Coronavirus Era,0
878,"36,000 U.S. Lives Could’ve Been Saved If Social Distancing Was Imposed A Week Earlier: Study",0
879,Republican Groups Hit Trump Close To Home In Blistering New TV Ads,0
880,Obama Photographer Recalls 'Class' Of Previous Presidents With Trump-Trolling Snap,0
881,Infectious Disease Expert Explains Why White House Coronavirus Testing ‘Not Smart’ At All,0
882,Chris Cuomo Swabs Brother Andrew With Absurd Coronavirus Props,0
883,Mark Cuban Goes On One Of Trump's Favorite Shows And Rips Into His 'Victim Card',0
884,"Amid Pandemic, GOP Advances Judicial Nominee Who Called Affordable Care Act 'Illegitimate'",0
885,Fox News Host Asks For 'One Example Of A Lie' From White House About Coronavirus,0
886,Michael Cohen To Be Released On Home Confinement: Reports,0
887,"If You Have To Take A Road Trip, Here's The Safe Way To Do It",0
888,"Pelosi Piles On, Compares Trump To Child With 'Doggy Doo On His Shoes'",0
889,Twitter Users Slam Pepsi Poster Promoting A Florida COVID-19 Testing Site,0
890,Brooklyn Park Paints Circles 6 Feet Apart To Encourage Social Distancing,0
891,Supreme Court Temporarily Blocks House From Mueller Grand Jury Material,0
892,Dr. Fauci Will Take Over Julia Roberts’ Instagram To Share Info About COVID-19,0
893,Weather Disasters Are Mounting Amid The Pandemic. Michigan Floods Are Just The Latest.,0
894,Brazil Is The New Epicenter Of The Global Coronavirus Pandemic,0
895,Italian Woman Wins Picasso Painting Worth $1.1 Million In Charity Raffle,0
896,Mika Brzezinski Calls Trump 'A Sick Person' For Latest Joe Scarborough Attacks,0
897,Trump Threatens 'Funding' To States Expanding Mail-In Voting During The Pandemic,0
898,California Prosecutors Are Using Loopholes To Keep People In Jail During COVID-19,0
899,"Pompeo Confirms He Was Questioned By IG's Office Before Firing, Denies Retaliation",0
900,Two Americans Arrested For Aiding Ex-Nissan Boss' Escape,0
901,‘Schitt’s Creek’ Star Dan Levy Comes Up With Beautiful Way To Get People Wearing Masks,0
902,"U.S. Births Fall, And Coronavirus Could Drive Them Down More",0
903,"Megan Rapinoe Rips 'White Nationalist' Trump, Refuses To Rule Out Run For Office",0
904,"Man Told To Wear Mask Shoots Waffle House Cook, Police Say",0
905,"Ben Stiller Remembers His Dad, Jerry Stiller, With Sweetest Story About A Stolen Bike",0
906,Twitter Users Slam Trump's 'Dishonest' Spin On High Coronavirus Case Count,0
907,Trump Warns Farmers That Gun Control Will Leave Their Potatoes Defenseless,0
908,"Foreign-Born Health Workers Want To Treat COVID, If The U.S. Lets Them",0
909,Democrats Slam Trump's 'Politically Motivated' Ousting Of Transportation Watchdog,0
910,Mississippi Gov Pranked Into Reading NSFW Name During Ceremony For Grads,0
911,Chris Cuomo Predicts How History Will Remember Trump’s Handling Of The Pandemic,0
912,Company Wins $1.28 Billion Wall Contract After Wooing Trump On Fox News,0
913,'Daily Show' Mashup Shows Why Fox News Doesn't Think Trump's Fit To Be President,0
914,Don Lemon Warns Trump Will Try To Hoodwink Public Over His 'Abysmal Failure’,0
915,‘Hero’ Costco Worker Hailed After Showdown With Irate Shopper Over Mask Policy,0
916,"Trump, Boris Johnson Get Chilling Movie Makeover In Jim Carrey's Coronavirus Art",0
917,'Not Normal’: Ari Melber Hits Trump With Scathing Comparison To Past Presidents,0
918,Artist's 'Harry Potter' Face Mask Reveals The Marauder's Map When You Breathe,0
919,Howard Stern Taunts 'Genius' Donald Trump Jr. With Sarcastic Over-The-Top Praise,0
920,Pence Isn't Taking Hydroxychloroquine But Wouldn’t ‘Begrudge’ Anyone Who Did,0
921,Thousands Evacuated In Michigan After Heavy Rain Causes Dams To Breach,0
922,Go Topless Jeep Weekend Leads To Hilarious Viral News Report -- And 180 Arrests,0
923,Alison Roman's New York Times Column On 'Temporary Leave' Following Controversy,0
924,Coronavirus Cases Force Reopened Catholic Church In Texas To Backtrack,0
925,"Toronto Massage Parlor Stabbing Was Act Of Incel Terrorism, Police Say",0
926,Nancy Pelosi Surprised Trump Is 'So Sensitive' About 'Morbidly Obese' Crack,0
927,McDonald's Workers Go After Company For Failing To Protect Them During Coronavirus,0
928,Trump Allies Recruiting 'Pro-Trump' Doctors To Prescribe Rapid Reopening,0
929,Maryland Restaurant Using 'Bumper Tables' To Bounce Back From Lockdown,0
930,"Ford Motor Co. Changes Mind, Won't Insist Trump Wear Mask During Visit [UPDATE]",0
931,Demonizing China Dominates GOP Political Ads During Coronavirus Pandemic,0
932,A Wave Of Radicalized Influencers Is Mainstreaming COVID-19 Conspiracy Theories,0
933,South Korean Soccer Team Used Sex Dolls To Fill Empty Stadium,0
934,Ousted Designer Of Florida's COVID-19 Dashboard Says She Was Asked To Censor Data,0
935,Speech Disorder Advocate And Widow Of U.S. Sen. John Glenn Dies At 100,0
936,Scarborough Spots Moment Trump Hurt 2020 Chances More 'Than Any Democrat Ever Could',0
937,Patton Oswalt Nails The Utter Hypocrisy Of Fox News’ Coronavirus Coverage,0
938,"'Legend' Doctor Refuses Retirement To Fight Pandemic, Dies From COVID-19",0
939,"Civilian Deaths By Taliban And Afghan Forces On The Rise, UN Warns",0
940,'Tiger King' Joe Exotic's Team Launches Bold New Bid To Nab A Pardon From Trump,0
941,‘I’m Going To Blush’: Local Politician's Coronavirus Briefing Takes NSFW Turn,0
942,"Trump Just Retweeted One Of His Biggest Critics, Who Replied Exactly How You’d Expect",0
943,Seth Meyers Has An Interesting Theory About Trump’s ‘OBAMAGATE' Tweets,0
944,Twitter Users Compare Their Pre-Pandemic Plans To Life Now In Bleak But Funny Meme,0
945,Jimmy Kimmel Pays Heartfelt Tribute To Fred Willard: 'He Had A Light Inside Him',0
946,Marco Rubio To Head Senate Intelligence Committee Amid Probe Into Richard Burr,0
947,Livid Trump Says He’s Done With Fox News: ‘Looking For A New Outlet!’,0
948,Rabbits In The U.S. Are Facing A Deadly New Virus Outbreak Of Their Own,0
949,Pelosi Concerned 'Morbidly Obese' Trump Taking Unapproved Drug For Coronavirus,0
950,"Trump Says He Wants Mike Pompeo To Work, Not 'Wash Dishes' If His Wife Isn't Around",0
951,'Twilight' Actor Gregory Tyree Boyce Dies At 30,0
952,Multiple Governors Announce Openness To Live Sports Without Fans,0
953,2 Men Rob Convenience Store Wearing Watermelon Rind Disguises: Police,0
954,Judge Tosses Oregon Governor's Emergency Coronavirus Restrictions,0
955,Actor Who Played Eddie Haskell On 'Leave It To Beaver' Dies,0
